latitude,longitude
45.83359205598,9.02925915168987
46.0374470386093,8.954646802418091
46.163610440189125,9.006469762794831
46.22355676297264,9.04169789599643
46.1714758312881,8.80718715456703
46.171256653379324,8.801011368310236
46.287528,7.801495
46.867774,9.882464
47.343353,8.715305
46.175405,6.866558
46.3228261294054,10.0561343415253
46.689127,9.562057
46.780591,9.685196
46.5153425474545,8.6672235783725
46.71281264518262,9.446230883587987
46.1520993233909,8.9376766721623
45.8702879115356,8.9886306905023
45.87036285519645,8.985620577611598
46.31714886900351,8.602600406976308
47.526627,8.734232
47.021599,7.028675
47.310224,7.847042
47.310137,7.831875
45.95422930048277,8.94969231769619
46.223704,6.1007
46.23381225623061,10.142422236464427
46.25812346791385,10.12660545704523
46.29085566314504,10.07845302843873
46.4106687322069,10.022773095655111
47.38645604537515,8.516879521495866
47.378024,8.680099
46.477965,7.283462
46.621487,8.030284
47.000581,9.503758
46.703248,9.713506
47.245197,8.533477
46.996772,8.379379
46.308232,7.472623
46.724978,9.557976
46.315244,7.462901
46.872814,7.622627
46.465726,7.285539
47.4644968,8.3311663
45.954138,8.950789
46.997434,8.383946
46.7404759510154,8.98904889416508
46.182056449606705,9.00180193232643
46.2094348285376,9.0266092439366
45.87260917184935,8.950924947667772
45.89033113708293,8.950636221166064
46.1197854,8.7066883
46.457593,6.852038
46.421468,6.242969
46.996054,8.377608
46.5325861,6.703853
46.298347014728535,10.073962126993138
46.742438,9.405578
46.481551,6.827899
45.993175,7.1749372
47.11339610139057,8.232353608459448
46.473287,7.289425
46.554024,6.576935
46.004361,8.949708
46.5164,9.862284
46.6029430245702,9.96177000722423
46.856123,9.507596
45.98345909894912,8.887016062812336
45.99335203274721,8.884999136592796
45.99868256228259,8.924046125398036
46.0025858903348,8.93358926066924
46.0031914048765,8.95099009165335
46.00740515061619,8.953265204386526
46.007027836925296,8.962406665215212
46.11992280356307,8.711486149023585
46.40307152955551,8.983362985034887
46.529288736867564,8.939599330569536
46.35965988203218,8.968697437696846
46.490355809491,9.89942067216066
46.492652585338156,9.90265274175158
46.4891765686541,9.90454945144666
46.452692149294236,9.941458737963671
46.4600199021297,9.79679722019819
46.4558181429566,9.81309700438169
46.652732009219854,10.032353703741023
47.0799056,8.2990685
47.093735,7.155144
46.4713009,7.28526429999999
45.8420779805093,9.03013016478087
45.8655594265028,8.9775090870537
45.94876416128277,8.966238049190679
46.009211398847334,8.855699188141443
46.0239904338126,8.85600918756336
46.006662588492965,8.945811120875192
46.03289167510056,8.921748206494954
46.186119140518,8.74381652087095
46.1641306341209,8.76953803142646
46.16592940611453,8.803537825081662
46.16287097100964,8.803082745984966
46.160571616699954,8.802729155116594
46.16430012487227,8.789457619455789
46.16955518113668,8.797504134045994
46.16908577576574,8.796251600818323
46.16943683169328,8.7935446813309
46.1830280170111,8.81533196259943
46.17846576221465,8.841299215957974
46.15197135531093,8.88156150072382
46.17431045060404,8.943034623447602
46.1982460107322,8.75117438071322
47.4839024679465,8.29190167865136
46.16330550652117,8.998626337794803
46.17167537369905,9.010126701929835
46.4983327939979,9.8493486501369
46.4966134353417,9.84253060728111
46.4779324070457,9.81349788256466
45.881000404551905,9.035940371191145
45.837345019653725,9.026233960985792
45.834104038210974,9.03192155322381
45.86168801949958,9.007651259156773
45.85360945036832,8.9871544930229
46.36418406133699,8.944314872042128
46.08782563126469,8.915135705661214
46.7968196151274,10.3024573235379
46.7943461875246,10.2883019654619
46.312129,7.477509
46.1684012252326,8.85596388767055
46.515263,8.67061
46.103524,7.224201
46.48701,7.245621
47.187403,8.396723
46.819925,8.401555
46.757501,8.13734
46.223094,6.080877
46.4860008186856,9.83641272150817
46.59661081788272,9.964457996736224
46.5851821666463,9.936274451129208
46.534529310234845,9.873744991209573
46.697700269652934,10.090095038389792
46.79337384704911,10.286004346068424
46.6844486,7.861818299999982
47.1931609935956,7.39956002550889
47.2564584208175,8.85166344135305
46.985902,6.837519
46.512103,8.325143
46.176715,8.795518
47.09152,8.242202
47.173783,8.521453
46.646361,8.052375
47.3135115769681,7.92240139365936
46.6230126760089,8.03849654654812
47.3123604911233,7.91459833049453
47.4610144,9.0459434
47.425341,7.475251
47.2238425193025,8.8251937563532
47.05175,8.29472
47.406132,9.633576
46.067535,8.972183
47.418125,8.396816
46.2383344367608,7.29177952031955
46.623215,8.03845
46.726566,8.188022
46.679994,7.851571
46.501529,7.284476
47.0996565710943,6.82543697829226
47.1031555625131,6.82957372371129
47.1060210716278,6.82519117143954
47.1071401771048,6.83553669048376
47.09206230013609,6.800103345935213
47.1532780307571,6.99897822005494
